#, Max. MW, RT [min], Area, Max. m/z
517, 340.0795, 3.15, 62857.04, 339.0722
518, 452.1111, 3.15, 97376.52, 451.1038
519, 358.1265, 3.17, 108785.45, 359.1160
520, 568.2155, 3.17, 245328.75, 567.2082
521, 416.2050, 3.18, 468525.13, 415.1977
522, 508.2880, 3.18, 103611.38, 507.2810
523, 346.1266, 3.19, 26900.72, 345.1193
524, 456.2206, 3.19, 171936.56, 455.2134
525, 780.1890, 3.19, 167262.84, 779.1817
526, 168.0421, 3.20, 200076.27, 167.0348
527, 434.1216, 3.20, 861637.31, 433.1143
528, 568.1777, 3.20, 36126.61, 567.1704
529, 242.1156, 3.24, 52593.63, 241.1083
530, 390.1317, 3.24, 858941.69, 389.1245
531, 288.1574, 3.24, 208245.02, 287.1501
532, 418.2206, 3.27, 148256.81, 417.2133
533, 386.1580, 3.30, 130089.46, 385.1507
534, 436.1371, 3.31, 68583.41, 435.1298
535, 244.1311, 3.31, 190776.00, 243.1239
536, 188.1049, 3.34, 119966.94, 187.0976
537, 1266.9825, 3.38, 79747.57, 1265.9752
538, 470.2369, 3.51, 219781.94, 469.2296
539, 138.0319, 3.53, 112129.31, 137.0246
540, 420.0697, 3.66, 171281.48, 419.0625
541, 302.0428, 3.66, 1103273.25, 301.0356
542, 300.0271, 3.66, 44750.11, 299.0199
543, 276.1210, 3.69, 61710.41, 275.1138
544, 495.2398, 3.74, 59369.12, 495.2435
545, 508.2153, 3.76, 178215.38, 507.2081
546, 186.0891, 3.78, 120898.48, 185.0818
547, 213.1364, 3.79, 105546.69, 212.1291
548, 496.2518, 3.81, 32933.55, 495.2445
549, 294.1104, 3.93, 66308.87, 293.1031
550, 477.1787, 3.94, 37538.71, 476.1714
551, 328.2252, 4.00, 273550.06, 327.2179
552, 330.2407, 4.18, 272245.94, 329.2334
553, 376.1924, 4.34, 64324.41, 375.1851
554, 328.2251, 4.36, 104477.85, 327.2178
555, 214.1203, 4.50, 305594.59, 213.1130
556, 252.0998, 4.52, 65322.48, 251.0925
557, 194.0943, 4.58, 73949.23, 193.0870
558, 188.1412, 4.59, 441062.69, 187.1339
559, 241.1679, 4.60, 86600.66, 240.1606
560, 312.1765, 4.75, 1241662.50, 311.1692
561, 144.1149, 4.86, 95873.05, 143.1076
562, 196.1098, 4.88, 183928.36, 195.1025
563, 326.1916, 4.89, 1815942.00, 325.1844
564, 170.1306, 5.21, 128377.57, 169.1233
565, 172.1461, 5.63, 144480.34, 171.1388
566, 298.1603, 6.00, 590163.13, 297.1530
567, 266.1553, 6.06, 593978.44, 265.1480
568, 298.1604, 6.25, 337510.22, 297.1531
569, 228.2087, 6.89, 110833.56, 227.2014
570, 328.1341, 6.89, 120539.34, 327.1268
571, 376.2825, 7.05, 37113.23, 375.2752
572, 366.2534, 7.05, 53624.14, 365.2462
573, 134.0578, 7.12, 593204.00, 133.0505
574, 366.2536, 7.15, 70973.46, 365.2463
575, 376.2823, 7.15, 68749.17, 375.2750
576, 399.2409, 7.18, 53760.78, 398.2336
577, 134.0578, 7.20, 998693.13, 133.0505
578, 312.1759, 7.38, 314805.53, 311.1686
579, 256.2401, 7.39, 120874.04, 255.2328
580, 356.1654, 7.39, 501596.41, 355.1581
581, 310.1815, 7.44, 126201.49, 309.1742
582, 404.3142, 7.63, 151453.16, 403.3070
583, 394.2855, 7.63, 42966.86, 393.2782
584, 312.1761, 7.72, 275097.72, 311.1689
585, 410.3186, 7.83, 281420.34, 409.3114
586, 284.2717, 7.89, 198899.34, 283.2644
587, 384.1968, 7.89, 86057.73, 383.1896
588, 352.2591, 7.90, 46101.86, 351.2518
589, 354.2079, 8.14, 47566.12, 353.2006
590, 326.1919, 8.39, 557001.19, 325.1846
591, 294.1868, 8.54, 562023.06, 293.1795
592, 326.1920, 9.00, 244111.52, 325.1847
593, 340.2075, 9.59, 118709.68, 339.2002
594, 699.9408, 9.64, 19247.14, 698.9336
